FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1010408,122.0 Pike Central Farm Market,http://www.centralfarmmarkets.com,www.facebook.com/CentralFarmMarkets,@CentralFarmMKTs,,http://dishingthedirtblog.wordpress.com/,910 Rose Avenue,North Potomac,Montgomery,Maryland,20852,04/25/2020 to 11/21/2020,Sat: 9:00 AM-1:30 PM;,,,,,,,-77.117929,39.049352,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,8/7/2020 10:48:18 PM
1012576,122.1 Rockville Farmers Market,http://www.rockvillemd.gov/farmers,facebook.com/RockvilleFarmersMarket,,,,Route 28 & Monroe Street,Rockville,Montgomery,Maryland,20850,05/18/2019 to 11/23/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.1492295,39.0819115,,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,1/2/2019 8:39:20 AM
1010839,122.5 Petworth Community Market,https://petworthcmarket.wordpress.com/,https://www.facebook.com/petworthcommunitymarket,https://twitter.com/petworthmarket,,https://www.instagram.com/petworthmarket/,4100 9th St. NW,Washington ,District of Columbia,District of Columbia,20010,05/05/2018 to 11/17/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.0250472,38.9411512,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,8/2/2018 8:15:50 AM
1019755,122.8 Park View Farmers Market,,https://www.facebook.com/Parkviewfarmersmarket/,https://twitter.com/parkview_market,,https://www.instagram.com/parkviewfarmersmarket/,3400 Georgia Ave NW,Washington,District of Columbia,District of Columbia,20009,01/01/2020 to 12/31/2020,Sun: 9:00 AM-2:00 PM;,,,,,,,-77.023928,38.932172,,Y,Y,N,Y,Y,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,2/10/2020 10:25:51 AM
1019761,122.8 Park View Farmers Market,,https://www.facebook.com/Parkviewfarmersmarket/,https://twitter.com/parkview_market,,https://www.instagram.com/parkviewfarmersmarket/,3400 Georgia Ave NW,Washington,District of Columbia,District of Columbia,20010,01/01/2020 to 12/31/2020,Sun: 9:00 AM-2:00 PM;,,,,,,,-77.023960,38.932155,,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,2/21/2020 12:41:15 PM
1019498,123.4 Urbana Library Farmers' Market,,https://www.facebook.com/UrbanaLibraryFarmersMarket/,,,,9020 Amelung Street,Frederick,Frederick,Maryland,21704,05/05/2019 to 10/27/2019,Sun: 11:00 AM-2:00 PM;,,,,,,,-77.354470,39.331636,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,4/29/2019 5:40:58 PM
1018995,123.4 Mount Pleasant Farmers' Market,http://MtPFM.org,facebook.com/MtPFarMar,twitter.com/mtpfarmermarket,,,3200 Mt. Pleasant St NW ,Washington,District of Columbia,District of Columbia,20010,04/07/2018 to 12/22/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.038675,38.931518,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,3/11/2018 10:58:56 PM
1020038,123.5 Milk Lady Shady Grove Farmers Market,https://www.milkladymarkets.org/shady-grove-market,https://www.facebook.com/MilkladyFarmersMarkets,https://twitter.com/milkladymarkets,https://www.youtube.com/channel/UCwayQJb5tA74z6JPYQIFAcA,https://app.sourcewhatsgood.com/markets/shady-grove-farmers-market/products,9601 Medical Center Drive,Rockville,Montgomery,Maryland,20850,06/03/2020 to 09/30/2020,Wed: 11:00 AM-2:00 PM;,,,,,,,-77.199488,39.104422,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,8/4/2020 9:11:28 PM
1010406,123.7 Bethesda Central Farm Market,http://www.centralfarmmarkets.com,www.facebook.com/CentralFarmMarkets,@CentralFarmMKTs,,http://dishingthedirtblog.wordpress.com/,7600 Arlington Road,Bethesda ,Montgomery,Maryland,20814,04/01/2020 to 12/31/2020,Sun: 9:00 AM-1:30 PM;,01/05/2020 to 03/29/2020,Sun: 9:30 AM-1:30 PM;,,,,,-77.099890,38.986761,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,8/7/2020 10:42:42 PM
1019704,124.1 Cleveland Park Farmers Market,http://cpbiz.org/,https://www.facebook.com/ClevelandParkBusiness/,,,https://www.instagram.com/clevelandparkfarmersmarket/,"3426 Connecticut Ave NW, Washington, DC 20008",Washington ,District of Columbia,District of Columbia,20008,,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.058336,38.934867,,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,9/19/2019 9:03:12 PM
1018671,124.6 FRESHFARM Dupont Market,,https://www.facebook.com/freshfarmdc,https://twitter.com/FRESHFARMDC,https://www.youtube.com/channel/UCKUcsUpWJ8f7YK0nwMklZXw/videos,https://www.instagram.com/freshfarmdc/,1624 20th St NW ,Washington,District of Columbia,District of Columbia,20009,01/01/2020 to 12/31/2020,Sun: 8:30 AM-1:30 PM;,,,,,,,-77.044967,38.911806,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,8/6/2020 11:50:08 AM
1018359,124.7 Capital Harvest on the Plaza,http://www.capitalharvestdc.com,CapitalHarvestonthePlaza,@CapHarvestDC,,,1300 Pennsylvania Avenue,DC,District of Columbia,District of Columbia,20004,05/19/2017 to 11/10/2017,Fri: 11:00 AM-3:00 PM;,,,,,,,-77.030256,38.894748,,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,7/28/2018 6:05:26 PM
1005631,125.0 USDA Farmers Market,http://www.usda.gov/farmersmarket,,,,,Corner 12th St. & Independence Ave. SW,Washington,District of Columbia,District of Columbia,20250,05/01/2015 to 10/30/2015,Fri: 9:00 AM-2:00 PM;,,,,,,,-77.028494,38.887743,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,7/2/2020 2:41:51 PM
1019649,126.9 Lachat Farmers Market,https://lachattownfarm.org/farmers-market.php,https://www.facebook.com/Lachat-Town-Farm-1453666524945229/?epa=SEARCH_BOX,,,https://www.instagram.com/lachattownfarm/,106 Godfrey Road West,Weston,Fairfield,Connecticut,06883,06/28/2019 to ,Fri: 4:00 PM-8:00 PM;,,,,,,,-73.385668,41.235769,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,7/30/2019 1:19:59 PM
1009884,129.2 North Square Farmers Market,http://www.northsquarefarmersmarket.com,https://www.facebook.com/pages/North-Square-Farmers-Market/114897878526668,,,https://www.instagram.com/northsquarefarmersmarket/,100 Spring St,Chambersburg,Franklin,Pennsylvania,17201,05/23/2020 to 11/21/2020,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.662435,39.938459,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,8/7/2020 3:00:41 PM
1019490,129.5 McLean ,https://www.fairfaxcounty.gov/parks/farmersmarkets/mclean,https://www.facebook.com/events/909125412812849/,,,@fairfaxfarmmarkets,1659 Chain Bridge Rd,McLean,Fairfax,Virginia,22101,05/03/2019 to 11/15/2019,Fri: 8:00 AM-12:00 PM;,,,,,,,-77.192913,38.943545,,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/25/2019 2:12:06 PM
1019682,129.7 Myersville Farmers Market,http://www.myersvillefarmersmarket.com,https://www.facebook.com/myersvillefarmersmarket,,,http://instagram.com/myersvillefarmersmarket,301 Main Street,Myersville,Frederick,Maryland,21773,04/13/2019 to 10/26/2019,Sat: 9:00 AM-12:00 PM;,11/16/2019 to 04/04/2020,Sat: 7:00 AM-10:30 AM;,,,,,-77.565240,39.505519,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,8/13/2019 3:37:03 PM
1019683,130.0 Middletown Farmers' Market,http://www.middletownmdfarmersmarket.com,https://www.facebook.com/middletownmdfarmersmarket,http://www.twitter.com/mtownfarmersmkt,,http://instagram.com/middletownfarmers,12 S Church St,Middletown,Frederick,Maryland,21769,05/02/2019 to 10/17/2019,Thu: 4:00 PM-7:00 PM;,,,,,,,-77.545310,39.441867,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,8/13/2019 3:43:32 PM
1019487,130.3 McCutcheon/Mount Vernon ,https://www.fairfaxcounty.gov/parks/farmersmarkets/mccutcheon-mount-vernon,https://www.facebook.com/events/424552635030264,,,@fairfaxfarmmarkets,2501 Sherwood Hall Lane,Alexandria ,Fairfax,Virginia,22306,05/01/2019 to 12/18/2019,Wed: 8:00 AM-12:00 PM;,,,,,,,-77.082026,38.818343,,Y,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/25/2019 1:17:39 PM
1004516,132.0 Danbury Farmers' Market,http://www.danburyfarmersmarket.org,danburyconnecticutfarmersmarket,danburyfarmersmarket,dadnburyfarmerwmarket,instagram ,120 White Street,Danbury,Fairfield,Connecticut,06810,,Fri: 10:00 AM-2:00 PM;,,,,,,,-73.450227,41.397912,,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,8/3/2020 12:23:30 PM
1020054,133.7 NOVA Central Farm Market,http://centralfarmmarkets.com,https://www.facebook.com/CentralFarmMarkets/,@CentralFarmMkts,,,543 Beulah Road,Vienna,Fairfax,Virginia,22180,04/05/2020 to 12/27/2020,Sun: 8:30 AM-1:00 PM;,01/05/2020 to 03/29/2020,Sun: 9:00 AM-1:00 PM;,,,,,-77.264712,38.915538,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,8/7/2020 11:00:59 PM
1019484,134.3 Annandale Farmers Market ,https://www.fairfaxcounty.gov/parks/farmersmarkets/annandale,https://www.facebook.com/events/557660981411692/,,,@fairfaxfarmmarkets,6621 Columbia Pike,Annandale ,Fairfax,Virginia,,05/02/2019 to ,Thu: 8:00 AM-12:00 PM;,,,,,,,-77.196229,38.832801,,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,4/25/2019 12:20:31 PM
1019489,134.3 Wakefield ,https://www.fairfaxcounty.gov/parks/farmersmarkets/wakefield,https://www.facebook.com/events/420079218795888/,,,@fairfaxfarmmarkets,8100 Braddock Road , Annandale ,Fairfax,Virginia,22003,04/17/2019 to 04/30/2019,Wed: 2:00 PM-6:00 PM;,,,,,,,-77.196229,38.832801,,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/25/2019 2:07:36 PM
1019177,135.1 LVHMC Cascades Farmers' Market,http://www.loudounfarmersmarkets.org,https://www.facebook.com/CascadesFarmersMarket,@LoudounFarmMkts,,,21060 Whitfield Drive,Sterling,Loudoun,Virginia,20165,01/01/2018 to 12/31/2018,Sun: 9:00 AM-1:00 PM;,01/01/2019 to 12/31/2019,Sun: 9:00 AM-1:00 PM;,,,,,-77.395364,39.031603,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,7/24/2018 3:16:00 PM
1019674,135.2 Pawling Farmers Market,http://www.pawlingfarmersmarket.org,Pawling Farmer's Market - Saturdays 9am-1pm,,,pawlingfarmersmarket,Charles Colman Blvd & West Main Street,Pawling,Dutchess,New York,12564,06/15/2019 to 10/12/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.600845,41.564215,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,8/7/2019 7:56:19 PM
1019493,135.8 Reston ,https://www.fairfaxcounty.gov/parks/farmersmarkets/reston,https://www.facebook.com/events/2109984659095016/,,,@fairfaxfarmmarkets,1609 Washington Plaza,Reston ,Fairfax,Virginia,20190,04/20/2019 to ,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.342215,38.948449,,Y,N,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/25/2019 2:25:37 PM
1019488,136.4 Oak Marr,https://www.fairfaxcounty.gov/parks/farmersmarkets/oak-marr,https://www.facebook.com/events/344006939558658/,,,@fairfaxfarmmarkets,3200 Jermantown Road,Oakton,Fairfax,Virginia,22124,05/01/2019 to 11/13/2019,Wed: 8:00 AM-12:00 PM;,,,,,,,-77.302226,38.889444,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/25/2019 2:00:30 PM
1018455,136.5 North St. Mary's County Farmers Market,https://www.visitstmarysmd.com/food-drink/detail/north-st.-marys-county-farmers-market,,,,,37600 New Market Turner Road,Charlotte Hall,St. Mary's,Maryland,20622,05/01/2018 to 10/31/2018,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;,,,,,,,-76.775630,38.473539,,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,7/30/2018 7:51:13 AM
1019486,137.0 Herndon Farmers Market ,https://www.fairfaxcounty.gov/parks/farmersmarkets/herndon,https://www.facebook.com/events/804594679906261/,,,@fairfaxfarmmarkets,768 Lynn Street ,Herndon ,Fairfax,Virginia,20170,04/18/2019 to 11/14/2019,Thu: 8:00 AM-12:30 PM;,,,,,,,-77.387108,38.970411,,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/25/2019 1:09:59 PM
1019491,137.6 Kingstowne,https://www.fairfaxcounty.gov/parks/farmersmarkets/kingstowne,https://www.facebook.com/events/388112988700408/,,,@fairfaxfarmmarkets,5870 Kingstowne Towne Center,Alexandrida ,Fairfax,Virginia,22315,05/03/2019 to 10/25/2019,Fri: 4:00 PM-7:00 PM;,,,,,,,-77.276198,38.8347926,,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/25/2019 2:16:52 PM
1019517,138.3 The Monroe Farmers’ Market,https://www.monroefarmersmarket.org/,https://facebook.com/monroectfarmersmarket,https://twitter.com/ctfarmersmarket,,https://instagram.com/monroectfarmersmarket,7 Fan Hill Road,Monroe,Fairfield,Connecticut,06468,06/21/2019 to 10/25/2019,Fri: 3:00 PM-6:00 PM;,,,,,,,-73.207774,41.332210,,Y,Y,N,Y,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,5/9/2019 10:21:38 PM
1019186,138.5 Fairfax Community Farmers' Market,http://www.FairfaxSaturdayMarket.com,https://www.facebook.com/FairfaxSaturdayMarket/,,,,10500 Page Avenue,Fairfax,Fairfax,Virginia,22030,05/12/2018 to 10/27/2018,Sat: 8:00 AM-1:00 PM;,,,,,,,-77.308647,38.846056,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,7/26/2018 8:20:07 PM
1018459,138.7 California Farmers Market,https://www.visitstmarysmd.com/food-drink/detail/california-farmers-market,https://www.facebook.com/CaliforniaBAEFarmersMarket,,,,22810 Three Notch Road,California,St. Mary's,Maryland,20619,04/21/2018 to ,Sat: 9:00 AM-1:00 PM;,,,,,,,-76.499596,38.294524,,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,7/30/2018 7:54:04 AM
1018458,139.5 Home Grown Farm Market,http://homegrownfarmmarket.webs.com,https://www.facebook.com/homegrownfarmmarket,,,,21078 Three Notch Road,Lexington Park ,St. Mary's,Maryland,20653,03/24/2018 to 12/22/2018,Sat: 9:00 AM-1:00 PM;,06/20/2018 to 08/29/2018,Wed: 10:00 AM-2:00 PM;,,,,,-76.420927,38.247929,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,7/30/2018 7:52:40 AM
1019492,139.6 Burke ,https://www.fairfaxcounty.gov/parks/farmersmarkets/burke,https://www.facebook.com/events/786233015044186/,,,@fairfaxfarmmarkets,5671 Roberts Parkway,Burke,Fairfax,Virginia,22015,04/13/2019 to 12/21/2019,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.263568,38.776991,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,4/25/2019 2:21:52 PM
1006681,139.9 MILFORD - DOWNTOWN FARMERS’ MARKET,http://www.downtowntownmilfordfarmersmarket.com,https://www.facebook.com/Milfordmarket,,,,108 West Main Street (Wasson Field),Milford,New Haven,Connecticut,06460,06/01/2020 to 10/10/2020,Sat: 9:00 AM-12:30 PM;,,,,,,,-73.062096,41.226598,,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,9/10/2020 5:36:52 PM
1019506,140.3 La Plata Farmers Market - Saturday,https://townoflaplata.org/farmersmarket,https://www.facebook.com/LaPlataFarmersMarket/,,,https://www.instagram.com/lpmdmarketmaster/,209 Washington Ave,La Plata,Charles,Maryland,20646,04/06/2019 to 11/30/2019,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,-76.978699,38.531647,,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,5/7/2019 4:02:37 PM
1019176,140.3 LVHMC Loudoun Station Farmers Market,,https://www.facebook.com/LoudounStationFarmersMarket/,@LoudounFarmMkts,,,Gramercy Park Drive and Central Station Drive,Ashburn,Loudoun,Virginia,20147,05/05/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.489597,39.006277,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,7/24/2018 2:57:44 PM
1019175,140.4 LVHMC Leesburg Farmers Market,http://www.loudounfarmersmarkets.org,https://www.facebook.com/LeesburgFarmersMarket/,@LoudounFarmMkts,,,"101 Catoctin Circle, S. E.",Leesburg,Loudoun,Virginia,20175,05/05/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,11/03/2018 to 04/27/2019,Sat: 9:00 AM-12:00 PM;,,,,,-77.565734,39.107555,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,7/24/2018 2:45:15 PM
1019494,141.2 Lorton ,https://www.fairfaxcounty.gov/parks/farmersmarkets/lorton,https://www.facebook.com/events/1096089703908635/,,,@fairfaxfarmmarkets,8990 Lorton Station Blvd,Lorton ,Fairfax,Virginia,22079,05/05/2019 to 11/17/2019,Sun: 9:00 AM-1:00 PM;,,,,,,,-77.216355,38.698239,,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/25/2019 2:29:41 PM
1018807,143.5 Orange Community Farmers' Market,http://farmmarketorange.com,facebook.com/OrangeCTFarmersMarket,,,,525 Orange Center Road,Orange ,New Haven,Connecticut,06477,06/28/2018 to 09/27/2018,Thu: 3:30 PM-7:00 PM;,,,,,,,-73.0210587,41.2735586,,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,8/8/2018 10:34:46 AM
1003269,145.0 Kingston Farmers' Market,http://www.kingstonfarmersmarket.org,Facebook.com/kingstonfarmersmarket,,,@kingstonfarmersmarket,Wall Street - Uptown Kingston,Kingston,Ulster,New York,12402,01/01/2019 to 04/27/2019,Sat: 10:00 AM-2:00 PM;,05/11/2019 to 11/17/2019,Sat: 9:00 AM-2:00 PM;,,,,,-74.019483,41.932986,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,1/2/2019 12:28:30 PM
1019868,146.0 Purcellville Farmers' Market,https://www.purcellvillefarmersmarket.com/,https://www.facebook.com/PurcellvilleFarmersMarket/,,,https://www.instagram.com/purcellvillefarmersmarket/,717 E Main Street,Purcellville,Loudoun,Virginia,20132,04/04/2020 to 11/28/2020,Sat: 9:00 AM-1:00 PM;,12/05/2020 to ,Sat: 10:00 AM-1:00 PM;,,,,,-77.703843,39.136603,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/20/2020 5:02:13 PM
1005940,148.2 CitySeed Edgewood Park Farmers Market,http://www.cityseed.org/edgewood-park,https://www.facebook.com/cityseed/,@CitySeedNH,,instagram: @cityseedhaven ,corner of Whalley Ave. and West Rock Ave.,New Haven,New Haven,Connecticut,06515,05/06/2018 to 12/16/2018,Sun: 10:00 AM-1:00 PM;,,,,,,,-72.958562,41.325348,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,8/2/2018 12:10:24 PM
1005939,148.9 New Haven - CitySeed Downtown Farmers Market,http://cityseed.org/downtown/,https://www.facebook.com/cityseed,@CitySeedNH,,instagram: @cityseedhaven ,Church St. ,New Haven,New Haven,Connecticut,06510,06/27/2018 to 10/31/2018,Wed: 11:00 AM-2:00 PM;,,,,,,,-72.924912,41.307645,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,8/2/2018 12:21:07 PM
1019206,148.9 CitySeed Winter Market,http://cityseed.org/indoor-winter-market/,https://www.facebook.com/cityseed,CitySeedNH,,Instagram: cityseedhaven,115 Water St,New Haven,New Haven,Connecticut,06511,01/01/2018 to 04/01/2018,Sat: 10:00 AM-1:00 PM;,,,,,,,-72.9188338,41.3011808,,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,8/2/2018 12:35:23 PM
1005943,149.0 CitySeed Wooster Square Farmers Market,http://cityseed.org/wooster-square/,https://www.facebook.com/cityseed/,@CitySeedNH,,instagram: @cityseedhaven ,DePalma Ct. between Chapel St. and Wooster St.,New Haven,New Haven,Connecticut,06511,04/07/2018 to 12/15/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.917848,41.303232,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,8/2/2018 12:22:10 PM
1018886,149.4 Charles Town Farmers Market,https://ctfm.jeffersongap.org,"Charles Town Farmers Market, WV",,,,100 block of South Samuel Street,Charles Town,Jefferson,West Virginia,25414,05/02/2020 to 10/31/2020,Sat: 9:00 AM-12:00 PM;,,,,,,,-77.858454,39.289073,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,9/16/2020 12:05:56 PM
1019038,149.7 Woodstock Farm Festival,https://www.woodstockfarmfestival.org/,https://www.facebook.com/woodstockfarmfestival/,,,https://www.instagram.com/woodstockfarmfest/,6 Maple Lane,Woodstock,Ulster,New York,12498,05/30/2018 to 10/17/2018,Wed: 3:30 AM-8:00 PM;,,,,,,,-74.117834,42.040522,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,4/4/2018 11:27:02 AM
